"","AccidentArea","Sex","MaritalStatus","Age","Fault","VehicleCategory","FraudFound_P","Deductible","AgentType","AddressChange_Claim","BasePolicy"
"8872","Urban","Female","Married",43,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"8157","Urban","Male","Married",59,"Policy Holder","Sport","0",400,"External","no change","Liability"
"6183","Urban","Male","Single",39,"Policy Holder","Sport","0",400,"External","no change","Liability"
"15361","Urban","Male","Divorced",42,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"1921.2","Urban","Male","Married",54,"Policy Holder","Sport","0",400,"External","no change","Liability"
"10753","Urban","Male","Single",0,"Third Party","Sedan","0",400,"External","4 to 8 years","Collision"
"7783.1","Urban","Female","Single",32,"Policy Holder","Sport","0",400,"External","no change","Liability"
"7277","Urban","Male","Married",48,"Policy Holder","Sport","0",400,"External","no change","Liability"
"14498","Urban","Male","Married",46,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"8076","Urban","Male","Married",33,"Third Party","Sedan","0",400,"External","no change","Collision"
"11865","Urban","Male","Married",48,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"2792","Urban","Male","Married",49,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"14993","Urban","Female","Single",26,"Policy Holder","Sport","0",400,"External","no change","Liability"
"11994","Urban","Male","Married",49,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"7025","Urban","Male","Married",31,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"9550","Urban","Female","Married",39,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"3354","Urban","Male","Married",64,"Third Party","Sedan","0",400,"External","no change","All Perils"
"9574","Rural","Male","Married",48,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"9935","Urban","Male","Single",38,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"13570","Urban","Male","Married",55,"Policy Holder","Sport","0",400,"External","no change","Liability"
"2302","Urban","Male","Married",28,"Policy Holder","Sport","0",400,"External","no change","Liability"
"5292","Urban","Male","Married",48,"Third Party","Sedan","0",400,"External","no change","Collision"
"3968.1","Urban","Male","Married",52,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"4665","Urban","Male","Married",34,"Third Party","Sedan","0",400,"External","no change","Collision"
"7305","Urban","Male","Married",37,"Policy Holder","Sport","0",400,"External","no change","Liability"
"189.1","Urban","Male","Married",36,"Policy Holder","Sport","0",400,"External","no change","Liability"
"2639","Urban","Male","Married",72,"Third Party","Sedan","0",400,"External","no change","All Perils"
"2300.1","Urban","Male","Single",16,"Third Party","Sport","0",400,"External","no change","Collision"
"13964","Urban","Male","Single",35,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"13552","Urban","Male","Married",38,"Third Party","Sedan","0",400,"External","no change","Collision"
"2258","Urban","Male","Married",29,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"6760","Urban","Male","Single",42,"Third Party","Sport","0",400,"External","no change","Liability"
"10610","Urban","Male","Married",39,"Policy Holder","Sport","0",400,"External","no change","Liability"
"4689.1","Urban","Male","Married",33,"Third Party","Sedan","0",400,"External","no change","Collision"
"13081","Urban","Male","Married",34,"Policy Holder","Sport","0",400,"External","no change","Liability"
"1994","Urban","Female","Single",29,"Third Party","Sedan","0",400,"External","no change","Collision"
"1569.1","Rural","Male","Married",47,"Policy Holder","Sport","0",400,"External","no change","Liability"
"2350","Urban","Male","Married",47,"Third Party","Sport","0",400,"External","no change","Liability"
"11750","Urban","Male","Married",52,"Third Party","Sport","0",700,"External","no change","Liability"
"15016","Urban","Male","Single",34,"Policy Holder","Sedan","0",400,"External","1 year","Collision"
"7683","Urban","Male","Married",46,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"13021.1","Urban","Male","Married",32,"Policy Holder","Sport","0",400,"External","4 to 8 years","Liability"
"2781","Urban","Female","Single",45,"Policy Holder","Sport","0",400,"External","no change","Liability"
"14050","Urban","Male","Married",28,"Third Party","Sedan","0",400,"External","4 to 8 years","All Perils"
"1650.1","Urban","Male","Married",35,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"13860","Urban","Male","Married",54,"Third Party","Sedan","0",400,"External","no change","All Perils"
"7826","Rural","Male","Married",37,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"3816","Urban","Male","Widow",69,"Third Party","Sedan","0",400,"External","no change","Collision"
"13812","Urban","Male","Married",27,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"13968","Urban","Male","Married",31,"Policy Holder","Sedan","0",400,"Internal","no change","Collision"
"10176","Urban","Male","Single",30,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"11008","Urban","Male","Married",27,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"7884","Urban","Male","Married",50,"Third Party","Sedan","0",400,"External","no change","All Perils"
"12783","Urban","Male","Married",44,"Third Party","Sport","0",400,"Internal","no change","Liability"
"102","Urban","Female","Married",35,"Third Party","Sedan","0",400,"External","no change","All Perils"
"3509","Urban","Female","Single",25,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"7845","Urban","Male","Single",28,"Policy Holder","Sport","0",400,"External","no change","Liability"
"5643.1","Urban","Male","Married",50,"Policy Holder","Sport","0",700,"External","1 year","Liability"
"13057","Urban","Female","Single",39,"Policy Holder","Sedan","0",500,"External","2 to 3 years","Collision"
"6271","Urban","Male","Married",52,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"14327","Urban","Female","Married",64,"Policy Holder","Sport","0",400,"External","no change","Liability"
"5522","Rural","Male","Married",28,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"14401","Urban","Female","Single",32,"Third Party","Sedan","0",400,"External","no change","All Perils"
"469","Urban","Male","Married",26,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"11859","Urban","Male","Married",51,"Policy Holder","Utility","0",400,"External","no change","All Perils"
"9513","Urban","Male","Married",43,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"1103","Urban","Male","Single",45,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"6158","Rural","Male","Married",66,"Third Party","Sedan","0",400,"External","no change","All Perils"
"7229","Urban","Male","Married",60,"Third Party","Sedan","0",400,"External","no change","Collision"
"2058","Urban","Male","Married",43,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"1291","Urban","Male","Married",49,"Policy Holder","Sport","0",400,"External","no change","Liability"
"5409","Urban","Male","Married",26,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"10854","Urban","Male","Married",34,"Policy Holder","Sport","0",400,"External","no change","Collision"
"14617","Urban","Male","Married",34,"Policy Holder","Sedan","0",400,"External","4 to 8 years","All Perils"
"8896","Urban","Male","Married",79,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"11860","Urban","Male","Married",26,"Policy Holder","Sport","0",400,"External","no change","Liability"
"930","Urban","Male","Married",32,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"14716","Urban","Male","Single",38,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"7036","Urban","Male","Single",0,"Policy Holder","Sedan","0",400,"External","4 to 8 years","All Perils"
"8131","Urban","Female","Widow",41,"Policy Holder","Sport","0",400,"External","no change","Liability"
"13153","Rural","Male","Married",43,"Policy Holder","Utility","0",400,"External","no change","All Perils"
"9312","Urban","Male","Single",23,"Policy Holder","Sport","0",400,"External","no change","Liability"
"6834","Urban","Female","Single",22,"Third Party","Sedan","0",400,"External","no change","All Perils"
"5397","Urban","Male","Married",42,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"3106","Urban","Male","Single",21,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"1323","Rural","Male","Married",52,"Third Party","Sedan","0",400,"External","no change","All Perils"
"13711","Urban","Male","Married",52,"Policy Holder","Sport","0",400,"External","no change","Liability"
"4941","Urban","Male","Married",48,"Policy Holder","Sport","0",400,"External","no change","Liability"
"11589","Rural","Male","Married",32,"Policy Holder","Sport","0",400,"External","no change","Liability"
"7844","Urban","Male","Single",27,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"1071","Rural","Male","Single",0,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"2655","Urban","Male","Married",31,"Policy Holder","Sport","0",400,"External","no change","Liability"
"4972","Rural","Male","Married",35,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"8436","Urban","Male","Married",40,"Policy Holder","Utility","0",400,"External","no change","Collision"
"7424","Urban","Female","Married",37,"Policy Holder","Sport","0",400,"External","no change","Liability"
"5101","Urban","Male","Married",71,"Policy Holder","Sedan","0",500,"External","2 to 3 years","All Perils"
"5967","Urban","Male","Married",31,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"2848","Urban","Male","Married",33,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"9650","Urban","Male","Married",51,"Policy Holder","Utility","0",400,"External","no change","All Perils"
"8743","Urban","Male","Married",51,"Policy Holder","Sedan","0",700,"External","no change","Collision"
"14674","Urban","Female","Married",26,"Policy Holder","Sport","0",400,"Internal","no change","Liability"
"10847","Urban","Male","Married",54,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"3370","Urban","Male","Married",35,"Third Party","Sport","0",400,"External","no change","Liability"
"13166","Urban","Female","Married",32,"Policy Holder","Sport","0",400,"External","no change","Liability"
"8900","Urban","Male","Married",30,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"6938","Rural","Male","Single",0,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"6352","Urban","Male","Married",50,"Third Party","Sport","0",400,"External","no change","Liability"
"4002.1","Urban","Female","Married",39,"Policy Holder","Sport","0",400,"External","no change","Liability"
"4303","Urban","Female","Married",40,"Third Party","Sedan","0",400,"External","no change","Collision"
"8933","Urban","Male","Married",34,"Third Party","Sedan","0",400,"External","no change","Collision"
"12236","Urban","Male","Married",38,"Policy Holder","Sport","0",400,"External","no change","Liability"
"9960","Urban","Male","Married",32,"Policy Holder","Sport","0",400,"External","no change","Liability"
"1337","Rural","Female","Married",34,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"3843","Rural","Male","Single",33,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"8174","Urban","Male","Married",73,"Policy Holder","Sedan","0",400,"External","no change","All Perils"
"7642","Urban","Male","Married",68,"Third Party","Sedan","0",400,"External","no change","All Perils"
"14112","Urban","Male","Single",31,"Policy Holder","Sedan","0",400,"External","no change","Collision"
"13993","Urban","Male","Single",34,"Policy Holder","Sport","0",400,"External","no change","Liability"
"13464","Urban","Male","Single",32,"Policy Holder","Sport","0",400,"External","no change","Liability"
"7707","Urban","Male","Married",38,"Policy Holder","Sport","0",400,"External","no change","Liability"
